cluster:,0,,
395511132,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
637329519,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Anolis carolinensis]
704469709,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X3 [Pterocles gutturalis]
161760636,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,tyrosine-protein kinase Lyn isoform A [Mus musculus]
584016112,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn-like [Neolamprologus brichardi]
161760646,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,tyrosine-protein kinase Lyn isoform B [Rattus norvegicus]
690463041,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Pygoscelis adeliae]
699679042,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Picoides pubescens]
690463044,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Pygoscelis adeliae]
699679050,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X3 [Picoides pubescens]
699679055,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X4 [Picoides pubescens]
699679058,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X5 [Picoides pubescens]
699679063,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X6 [Picoides pubescens]
557318610,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
557318612,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Alligator sinensis]
557318614,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
395739682,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Pongo abelii]
62857767,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,tyrosine-protein kinase Lyn [Xenopus tropicalis]
677980937,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Acanthisitta chloris]
301777474,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Ailuropoda melanoleuca]
677980943,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X3 [Acanthisitta chloris]
694859194,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Nipponia nippon]
348537474,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn-like [Oreochromis niloticus]
663282316,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Calypte anna]
663282319,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Calypte anna]
504136355,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Ochotona princeps]
504136357,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Ochotona princeps]
504136359,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X3 [Ochotona princeps]
637329532,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Anolis carolinensis]
73999120,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Canis lupus familiaris]
706118455,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Colius striatus]
706118458,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X3 [Colius striatus]
706118461,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X4 [Colius striatus]
706118464,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X5 [Colius striatus]
530623316,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Chrysemys picta bellii]
701335040,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Tauraco erythrolophus]
632947718,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Callorhinchus milii]
632947720,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Callorhinchus milii]
560964648,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Vicugna pacos]
560964650,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Vicugna pacos]
560964652,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
532038911,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
532038915,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
532038917,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
532038919,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
158254420,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,unnamed protein product [Homo sapiens]
395511134,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
161760634,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,tyrosine-protein kinase Lyn isoform B [Mus musculus]
529442181,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
529442183,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,NA
641705410,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X1 [Eptesicus fuscus]
641705412,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Eptesicus fuscus]
449332703,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,Lyn tyrosine kinase isoform A [Macropus eugenii]
449332705,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,Lyn tyrosine kinase isoform A [Onychogalea fraenata]
449332707,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,Lyn tyrosine kinase isoform B [Macropus eugenii]
449332709,11,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,Lyn tyrosine kinase isoform B [Onychogalea fraenata]
701335042,10,cd12004/SH3_Lyn--cd10364/SH2_Src_Lyn--cd05072/PTKc_Lyn--,PREDICTED: tyrosine-protein kinase Lyn isoform X2 [Tauraco erythrolophus]
